room_id,survey_id,host_id,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,last_modified,latitude,longitude,location
16189833,1428,89258061,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,21,4.5,3,1,40,2017-07-10 08:47:24.692819,43.669583,-79.445359,0101000020E6100000ACFE08C380DC53C0927A4FE5B4D54540
6925517,1428,18043605,Entire home/apt,Toronto,Oakridge ,59,4.5,6,3,40,2017-07-10 08:47:24.697245,43.695885,-79.287162,0101000020E6100000DAA9B9DC60D253C073637AC212D94540
6571733,1428,34372245,Entire home/apt,Toronto,Tam O'Shanter-Sullivan ,38,5,2,1,40,2017-07-10 08:47:24.701269,43.780931,-79.317935,0101000020E61000003ED00A0C59D453C05FB7088CF5E34540
13879550,1428,26010342,Entire home/apt,Toronto,Blake-Jones ,11,5,2,1,38,2017-07-10 08:47:24.703176,43.677331,-79.340737,0101000020E610000061E28FA2CED553C093C83EC8B2D64540
13549270,1428,77941355,Entire home/apt,Toronto,West Humber-Clairville ,12,5,2,1,34,2017-07-10 08:47:24.705263,43.72508,-79.615308,0101000020E6100000E63DCE3461E753C0E97DE36BCFDC4540
5479285,1428,16049496,Entire home/apt,Toronto,Annex ,50,4.5,2,1,40,2017-07-10 08:47:24.712500,43.672044,-79.3946,0101000020E61000001AC05B2041D953C08CBCAC8905D64540
16853797,1428,109784388,Entire home/apt,Toronto,Little Portugal ,24,4.5,7,2,40,2017-07-10 08:47:26.548921,43.650439,-79.435241,0101000020E6100000373811FDDADB53C07F85CC9541D34540
1978673,1428,10212280,Entire home/apt,Toronto,Briar Hill-Belgravia ,27,4.5,1,1,38,2017-07-10 08:47:26.554064,43.698238,-79.448704,0101000020E61000006765FB90B7DC53C08869DFDC5FD94540
15256773,1428,93358127,Entire home/apt,Toronto,Kennedy Park ,14,4.5,2,1,40,2017-07-10 08:47:26.561664,43.724048,-79.264015,0101000020E6100000D2A92B9FE5D053C0FB5DD89AADDC4540
17011350,1428,23472830,Entire home/apt,Toronto,Eglinton East ,45,4.5,2,1,24,2017-07-10 08:47:26.565020,43.737336,-79.246637,0101000020E6100000F33E8EE6C8CF53C0EC14AB0661DE4540
16806856,1428,93449446,Entire home/apt,Toronto,Dufferin Grove ,20,4.5,4,1,37,2017-07-10 08:47:26.567406,43.656934,-79.441481,0101000020E61000008B33863941DC53C0B3D0CE6916D44540
13224752,1428,74216906,Entire home/apt,Toronto,Alderwood ,41,4.5,2,1,37,2017-07-10 08:47:26.575045,43.608565,-79.550073,0101000020E6100000685A626534E353C0C03E3A75E5CD4540
16172347,1428,103698287,Entire home/apt,Toronto,Church-Yonge Corridor ,11,5,2,0,36,2017-07-10 08:47:26.577416,43.66268,-79.383403,0101000020E61000000D8CBCAC89D853C04DDBBFB2D2D44540
18327787,1428,76373347,Entire home/apt,Toronto,Birchcliffe-Cliffside ,16,5,2,1,28,2017-07-10 08:47:26.580059,43.705229,-79.255157,0101000020E61000001C96067E54D053C06C98A1F144DA4540
5031311,1428,23472830,Entire home/apt,Toronto,Dorset Park ,17,4.5,2,1,22,2017-07-10 08:47:26.585230,43.748739,-79.270305,0101000020E61000007FBC57AD4CD153C0B01EF7ADD6DF4540
16826725,1428,93449446,Entire home/apt,Toronto,Dufferin Grove ,20,4.5,4,2,36,2017-07-10 08:47:26.588170,43.658854,-79.440291,0101000020E6100000486E4DBA2DDC53C05D6BEF5355D44540
16175000,1428,103698287,Entire home/apt,Toronto,Bay Street Corridor ,11,5,4,1,28,2017-07-10 08:47:26.595675,43.650023,-79.379824,0101000020E6100000198F52094FD853C0EB5223F433D34540
10458594,1428,13633667,Entire home/apt,Toronto,East End-Danforth ,18,5,2,0,36,2017-07-10 08:47:28.539153,43.685549,-79.294733,0101000020E61000005303CDE7DCD253C01B67D311C0D74540
11691295,1428,62117193,Entire home/apt,Toronto,Weston-Pellam Park ,17,4.5,4,2,41,2017-07-10 08:47:28.547412,43.677271,-79.462597,0101000020E6100000938E72309BDD53C0BDC3EDD0B0D64540
4325677,1428,7408094,Entire home/apt,Toronto,North St.James Town ,37,4.5,2,0,40,2017-07-10 08:47:28.550040,43.670594,-79.379048,0101000020E61000004FE78A5242D853C069723106D6D54540
5479598,1428,10656885,Entire home/apt,Toronto,Palmerston-Little Italy ,53,4.5,2,1,40,2017-07-10 08:47:30.420194,43.655084,-79.422905,0101000020E6100000271422E010DB53C00211E2CAD9D34540
2419948,1428,12314572,Entire home/apt,Toronto,Morningside ,17,3.5,4,2,38,2017-07-10 08:47:30.430019,43.77381,-79.211756,0101000020E6100000D5AE09698DCD53C0ACA8C1340CE34540
1266352,1428,6041037,Entire home/apt,Toronto,Alderwood ,71,4.5,2,0,38,2017-07-10 08:47:30.437320,43.602568,-79.539897,0101000020E6100000588D25AC8DE253C0DDCEBEF220CD4540
10784626,1428,34516904,Entire home/apt,Toronto,Niagara ,10,4.5,2,1,33,2017-07-10 08:47:30.451170,43.637674,-79.405467,0101000020E6100000DD26DC2BF3D953C037C1374D9FD14540
13957391,1428,6452992,Entire home/apt,Toronto,Mount Pleasant West ,14,4,3,0,41,2017-07-10 08:47:31.701541,43.698951,-79.393237,0101000020E6100000F0A485CB2AD953C0D540F33977D94540
195011,1428,808089,Entire home/apt,Toronto,Scarborough Village ,234,4.5,5,1,41,2017-07-10 08:47:35.662961,43.740342,-79.214813,0101000020E61000005D70067FBFCD53C078EDD286C3DE4540
5074952,1428,8925040,Entire home/apt,Toronto,Briar Hill-Belgravia ,10,4.5,1,1,32,2017-07-10 08:47:37.410219,43.704689,-79.443628,0101000020E6100000C1E5B16664DC53C0EC6CC83F33DA4540
3700534,1428,6041037,Entire home/apt,Toronto,Alderwood ,18,4,2,1,39,2017-07-10 08:47:37.432692,43.603877,-79.540391,0101000020E6100000600322C495E253C03EE76ED74BCD4540
13660679,1428,51602801,Entire home/apt,Toronto,The Beaches ,12,5,2,1,39,2017-07-10 08:47:39.387861,43.671797,-79.285755,0101000020E6100000C8EA56CF49D253C08446B071FDD54540
17047357,1428,40510045,Entire home/apt,Toronto,Annex ,34,5,6,1,60,2017-07-10 08:47:41.331955,43.673226,-79.400892,0101000020E6100000984EEB36A8D953C0906802452CD64540
18856610,1428,96552699,Entire home/apt,Toronto,Humber Heights-Westmount ,17,5,4,1,56,2017-07-10 08:47:41.337410,43.699851,-79.530188,0101000020E6100000D32EA699EEE153C05589B2B794D94540
13390700,1428,2723198,Entire home/apt,Toronto,Broadview North ,58,5,2,1,56,2017-07-10 08:47:41.341868,43.684706,-79.354439,0101000020E6100000535BEA20AFD653C0FFAF3A72A4D74540
16335447,1428,106939256,Entire home/apt,Toronto,Greenwood-Coxwell ,15,5,2,0,46,2017-07-10 08:47:41.344163,43.67309,-79.319481,0101000020E610000060AC6F6072D453C0E0A128D027D64540
16930947,1428,113117208,Entire home/apt,Toronto,Broadview North ,20,4.5,3,1,52,2017-07-10 08:47:41.346573,43.69028,-79.353039,0101000020E61000009ACDE33098D653C09C8A54185BD84540
14870665,1428,86148211,Entire home/apt,Toronto,Dufferin Grove ,32,5,3,2,56,2017-07-10 08:47:41.352886,43.649968,-79.436341,0101000020E6100000DA39CD02EDDB53C028B9C32632D34540
14399559,1428,88508504,Entire home/apt,Toronto,Lawrence Park North ,35,5,2,1,46,2017-07-10 08:47:41.355266,43.728316,-79.393567,0101000020E61000003B72A43330D953C0A7936C7539DD4540
18056062,1428,32920872,Entire home/apt,Toronto,Oakwood Village ,16,4.5,5,2,60,2017-07-10 08:47:41.357486,43.686503,-79.440208,0101000020E610000001DC2C5E2CDC53C08ECD8E54DFD74540
17668748,1428,69450805,Entire home/apt,Toronto,York University Heights ,37,5,2,0,60,2017-07-10 08:47:41.364414,43.748636,-79.490814,0101000020E6100000D09A1F7F69DF53C0DB4DF04DD3DF4540
15208096,1428,71465348,Entire home/apt,Toronto,Oakwood Village ,41,4.5,3,1,48,2017-07-10 08:47:41.366897,43.680116,-79.442854,0101000020E6100000C7B94DB857DC53C040BE840A0ED74540
18637674,1428,82285738,Entire home/apt,Toronto,Church-Yonge Corridor ,25,5,4,1,54,2017-07-10 08:47:41.372390,43.658793,-79.380338,0101000020E610000044DB317557D853C0B8EA3A5453D44540
16497345,1428,101998346,Entire home/apt,Toronto,Waterfront Communities-The Island ,37,5,4,1,47,2017-07-10 08:47:41.375780,43.642717,-79.38183,0101000020E61000006DA818E76FD853C0A7CAF78C44D24540
18009897,1428,19461277,Entire home/apt,Toronto,Church-Yonge Corridor ,26,4.5,4,1,59,2017-07-10 08:47:43.341880,43.653673,-79.375069,0101000020E6100000942F682101D853C09CA38E8EABD34540
13665026,1428,32305436,Entire home/apt,Toronto,Church-Yonge Corridor ,61,4.5,3,1,56,2017-07-10 08:47:43.348682,43.659408,-79.379835,0101000020E610000013B875374FD853C0425C397B67D44540
16633225,1428,109872368,Entire home/apt,Toronto,Little Portugal ,11,5,2,1,44,2017-07-10 08:47:43.355499,43.650073,-79.432352,0101000020E61000000D17B9A7ABDB53C09D81919735D34540
12401113,1428,67050878,Entire home/apt,Toronto,Oakwood Village ,32,5,2,1,58,2017-07-10 08:47:43.370194,43.69082,-79.448152,0101000020E6100000C4E8B985AEDC53C01CB62DCA6CD84540
12949020,1428,49224579,Entire home/apt,Toronto,Lawrence Park South ,41,4.5,3,0,56,2017-07-10 08:47:43.375241,43.715657,-79.400946,0101000020E6100000925D6919A9D953C0A51309A69ADB4540
6195255,1428,16384347,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,68,5,2,0,47,2017-07-10 08:47:43.380227,43.660522,-79.448667,0101000020E6100000D8F2CAF5B6DC53C0EE2422FC8BD44540
8540178,1428,44960350,Entire home/apt,Toronto,Forest Hill South ,62,4.5,2,1,54,2017-07-10 08:47:44.505986,43.685634,-79.412226,0101000020E6100000E62329E961DA53C04983DBDAC2D74540
17712437,1428,11460475,Entire home/apt,Toronto,Danforth ,21,5,2,1,52,2017-07-10 08:47:44.509944,43.687394,-79.315375,0101000020E610000077BE9F1A2FD453C0BABBCE86FCD74540
16702612,1428,30654608,Entire home/apt,Toronto,Dufferin Grove ,27,5,4,0,56,2017-07-10 08:47:44.511875,43.659299,-79.43538,0101000020E610000047551344DDDB53C08BA4DDE863D44540
14771353,1428,25280232,Entire home/apt,Toronto,Bridle Path-Sunnybrook-York Mills ,22,4.5,3,1,48,2017-07-10 08:47:44.514016,43.712124,-79.385027,0101000020E6100000ED444948A4D853C02E5915E126DB4540
17827344,1428,37904410,Entire home/apt,Toronto,Annex ,10,5,4,1,52,2017-07-10 08:47:44.516406,43.671777,-79.413878,0101000020E61000002BA226FA7CDA53C03D9AEAC9FCD54540
9576490,1428,43037706,Entire home/apt,Toronto,North Riverdale ,17,5,2,0,60,2017-07-10 08:47:44.526140,43.667587,-79.349225,0101000020E6100000857CD0B359D653C00C1EA67D73D54540
14016436,1428,42345138,Entire home/apt,Toronto,Ionview ,76,5,4,2,56,2017-07-10 08:47:44.528770,43.730427,-79.274297,0101000020E6100000051901158ED153C0C58EC6A17EDD4540
18120623,1428,124863635,Entire home/apt,Toronto,O'Connor-Parkview ,15,5,2,1,48,2017-07-10 08:47:44.535621,43.711753,-79.306292,0101000020E6100000B1C1C2499AD353C03AEAE8B81ADB4540
13374702,1428,53955322,Entire home/apt,Toronto,Kensington-Chinatown ,69,4.5,2,1,46,2017-07-10 08:47:44.538176,43.654879,-79.404552,0101000020E61000000262122EE4D953C029EB3713D3D34540
8237869,1428,12358519,Entire home/apt,Toronto,Roncesvalles ,142,4.5,4,1,54,2017-07-10 08:47:44.545342,43.645578,-79.443154,0101000020E6100000DD4598A25CDC53C03082C64CA2D24540
18945192,1428,47754626,Entire home/apt,Toronto,Thistletown-Beaumond Heights ,15,5,2,0,45,2017-07-10 08:47:44.547851,43.735766,-79.554279,0101000020E61000000377A04E79E353C01EC18D942DDE4540
14760481,1428,48821560,Entire home/apt,Toronto,O'Connor-Parkview ,19,4.5,3,1,44,2017-07-10 08:47:46.314484,43.707559,-79.29931,0101000020E6100000695721E527D353C0C87E164B91DA4540
3463009,1428,17448806,Entire home/apt,Toronto,Little Portugal ,37,4.5,2,1,59,2017-07-10 08:47:46.321458,43.64999,-79.435371,0101000020E61000001EA8531EDDDB53C0105D50DF32D34540
10138741,1428,11463589,Entire home/apt,Toronto,Trinity-Bellwoods ,73,4.5,4,0,48,2017-07-10 08:47:46.332798,43.648642,-79.412899,0101000020E61000004563EDEF6CDA53C0F16778B306D34540
11324869,1428,181797,Entire home/apt,Toronto,Mimico ,58,5,3,0,56,2017-07-10 08:47:46.335631,43.622197,-79.487004,0101000020E61000005B41D3122BDF53C0AC55BB26A4CF4540
16567883,1428,76609374,Entire home/apt,Toronto,High Park North ,15,5,2,1,52,2017-07-10 08:47:46.357393,43.654366,-79.466768,0101000020E610000070B4E386DFDD53C0A3CEDC43C2D34540
13137923,1428,73207318,Entire home/apt,Toronto,Dufferin Grove ,55,4.5,2,1,56,2017-07-10 08:47:46.359830,43.657387,-79.440956,0101000020E610000066BE839F38DC53C064E8D84125D44540
14873923,1428,8117355,Entire home/apt,Toronto,The Beaches ,11,5,2,1,52,2017-07-10 08:47:55.747907,43.66984,-79.307612,0101000020E6100000DCF63DEAAFD353C0BDC62E51BDD54540
18943854,1428,970712,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,10,4.5,3,0,44,2017-07-10 08:47:55.752878,43.666897,-79.446284,0101000020E6100000992EC4EA8FDC53C0776682E15CD54540
13637349,1428,3608125,Entire home/apt,Toronto,Taylor-Massey ,11,5,2,1,55,2017-07-10 08:47:55.758043,43.694009,-79.303066,0101000020E6100000E4A1EF6E65D353C099107349D5D84540
13920634,1428,81683390,Entire home/apt,Toronto,Greenwood-Coxwell ,14,4.5,2,1,60,2017-07-10 08:47:55.760810,43.677594,-79.321348,0101000020E6100000A4A833F790D453C0A0FB7266BBD64540
16242076,1428,793175,Entire home/apt,Toronto,Palmerston-Little Italy ,41,4.5,2,1,41,2017-07-10 08:47:55.765711,43.662881,-79.413935,0101000020E6100000DDEA39E97DDA53C0E411DC48D9D44540
2964842,1428,15128004,Entire home/apt,Toronto,University ,144,5,2,0,46,2017-07-10 08:47:55.770114,43.661167,-79.404284,0101000020E6100000F392FFC9DFD953C0E318C91EA1D44540
14471456,1428,37448451,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,60,5,2,1,56,2017-07-10 08:47:55.772376,43.663414,-79.440862,0101000020E61000002503401537DC53C0B2DAFCBFEAD44540
14294858,1428,63532528,Entire home/apt,Toronto,Keelesdale-Eglinton West ,16,4.5,2,1,41,2017-07-10 08:47:55.778726,43.686387,-79.475687,0101000020E61000007808E3A771DE53C025B37A87DBD74540
13226219,1428,48821560,Entire home/apt,Toronto,O'Connor-Parkview ,31,4.5,3,1,56,2017-07-10 08:47:55.783301,43.708889,-79.30041,0101000020E61000000C59DDEA39D353C040BFEFDFBCDA4540
12705726,1428,40510045,Entire home/apt,Toronto,Forest Hill North ,76,4.5,6,0,47,2017-07-10 08:47:55.786234,43.704341,-79.42388,0101000020E61000006C5B94D920DB53C0B01D8CD827DA4540
6747167,1428,33227912,Entire home/apt,Toronto,South Riverdale ,30,5,3,1,60,2017-07-10 08:47:57.755928,43.659639,-79.337297,0101000020E61000007E02284696D553C04415FE0C6FD44540
7349220,1428,38504281,Entire home/apt,Toronto,South Riverdale ,218,5,2,0,59,2017-07-10 08:47:57.758263,43.658056,-79.346003,0101000020E61000005854C4E924D653C0E277D32D3BD44540
14388984,1428,23472830,Entire home/apt,Toronto,Eglinton East ,89,4.5,3,1,44,2017-07-10 08:47:57.762358,43.737428,-79.247336,0101000020E6100000E7C75F5AD4CF53C0CD936B0A64DE4540
14375289,1428,38366310,Entire home/apt,Toronto,Annex ,44,4.5,2,0,62,2017-07-10 08:47:57.766468,43.668924,-79.418193,0101000020E6100000A29A92ACC3DA53C037C1374D9FD54540
7390728,1428,29704605,Entire home/apt,Toronto,Trinity-Bellwoods ,109,5,2,1,60,2017-07-10 08:47:57.772300,43.644561,-79.419505,0101000020E61000008BE07F2BD9DA53C077A38FF980D24540
16382939,1428,17714786,Entire home/apt,Toronto,Little Portugal ,21,5,2,1,56,2017-07-10 08:47:57.774885,43.652979,-79.429154,0101000020E6100000A5BC564277DB53C0C6FCDCD094D34540
1910685,1428,725614,Entire home/apt,Toronto,Danforth ,35,4.5,2,0,52,2017-07-10 08:47:57.783595,43.682325,-79.345045,0101000020E61000007EA99F3715D653C0211FF46C56D74540
18056216,1428,12775013,Entire home/apt,Toronto,Oakridge ,11,5,2,1,56,2017-07-10 08:47:57.786536,43.692349,-79.282986,0101000020E610000074CE4F711CD253C08B355CE49ED84540
17893264,1428,122573857,Entire home/apt,Toronto,Roncesvalles ,15,5,4,2,53,2017-07-10 08:47:57.788828,43.65135,-79.44943,0101000020E6100000D8F50B76C3DC53C0F31FD26F5FD34540
16159012,1428,11308438,Entire home/apt,Toronto,Tam O'Shanter-Sullivan ,10,5,2,1,41,2017-07-10 08:47:58.730863,43.77011,-79.31192,0101000020E6100000F9BD4D7FF6D353C04A29E8F692E24540
8467354,1428,8142107,Entire home/apt,Toronto,New Toronto ,43,5,2,1,48,2017-07-10 08:47:58.732950,43.601041,-79.498437,0101000020E610000072874D64E6DF53C00F4757E9EECC4540
13769161,1428,6835377,Entire home/apt,Toronto,High Park North ,39,5,3,0,41,2017-07-10 08:47:58.735629,43.661538,-79.459337,0101000020E6100000F03504C765DD53C0D787F546ADD44540
14547904,1428,90025223,Entire home/apt,Toronto,Greenwood-Coxwell ,14,4.5,4,1,52,2017-07-10 08:47:58.737587,43.671562,-79.32026,0101000020E6100000E38DCC237FD453C0419E5DBEF5D54540
16359989,1428,65580621,Entire home/apt,Toronto,Stonegate-Queensway ,21,5,3,1,58,2017-07-10 08:47:58.741038,43.64842,-79.496182,0101000020E61000004AB72572C1DF53C04209336DFFD24540
14282462,1428,86803127,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,46,4.5,2,1,56,2017-07-10 08:47:58.744026,43.658067,-79.448405,0101000020E61000003997E2AAB2DC53C0D6C9198A3BD44540
16751622,1428,30902884,Entire home/apt,Toronto,Oakwood Village ,25,5,4,1,60,2017-07-10 08:47:58.746262,43.68132,-79.441232,0101000020E6100000B77C24253DDC53C02C0E677E35D74540
5560972,1428,1149835,Entire home/apt,Toronto,The Beaches ,58,5,2,0,56,2017-07-10 08:47:58.748282,43.670322,-79.309792,0101000020E6100000FF23D3A1D3D353C008E57D1CCDD54540
16142448,1428,97145794,Entire home/apt,Toronto,Willowdale West ,63,4,2,1,52,2017-07-10 08:47:58.750936,43.773003,-79.437599,0101000020E6100000CA703C9F01DC53C0DE5A26C3F1E24540
13101345,1428,40510045,Entire home/apt,Toronto,Annex ,82,4.5,4,0,47,2017-07-10 08:47:58.753610,43.671797,-79.402388,0101000020E6100000621399B9C0D953C08446B071FDD54540
16274228,1428,105384246,Entire home/apt,Toronto,Niagara ,13,5,2,2,56,2017-07-10 08:47:58.756325,43.638314,-79.409286,0101000020E61000007B2DE8BD31DA53C01B4AED45B4D14540
17262823,1428,115960245,Entire home/apt,Toronto,South Parkdale ,31,5,2,0,43,2017-07-10 08:48:00.646907,43.63696,-79.43161,0101000020E61000001AA88C7F9FDB53C01A6EC0E787D14540
6194603,1428,16384347,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,24,4.5,2,0,58,2017-07-10 08:48:00.656416,43.66057,-79.44837,0101000020E61000007BA01518B2DC53C0FF5BC98E8DD44540
6452493,1428,33692973,Entire home/apt,Toronto,Palmerston-Little Italy ,142,5,2,0,48,2017-07-10 08:48:00.659124,43.660667,-79.424043,0101000020E61000004146408523DB53C0F1457BBC90D44540
13753053,1428,377040,Entire home/apt,Toronto,Waterfront Communities-The Island ,18,4.5,2,0,52,2017-07-10 08:48:00.661645,43.647826,-79.399938,0101000020E61000005F9B8D9598D953C0CFBF5DF6EBD24540
17498178,1428,82197204,Entire home/apt,Toronto,Waterfront Communities-The Island ,16,5,2,0,56,2017-07-10 08:48:00.665310,43.64714,-79.391345,0101000020E6100000001DE6CB0BD953C07BF7C77BD5D24540
11943375,1428,63763172,Entire home/apt,Toronto,Oakridge ,30,4.5,2,1,44,2017-07-10 08:48:00.667564,43.692011,-79.284637,0101000020E6100000D28E1B7E37D253C073BC02D193D84540
15328932,1428,97701363,Entire home/apt,Toronto,Willowdale West ,30,5,2,1,60,2017-07-10 08:48:00.680699,43.774557,-79.423977,0101000020E610000065506D7022DB53C0A6F10BAF24E34540
9411367,1428,48798823,Entire home/apt,Toronto,Yorkdale-Glen Park ,24,5,2,1,41,2017-07-10 08:48:00.683247,43.715504,-79.453365,0101000020E6100000AB09A2EE03DD53C01F1494A295DB4540
15058728,1428,2168816,Entire home/apt,Toronto,Waterfront Communities-The Island ,47,5,4,1,56,2017-07-10 08:48:01.686200,43.653597,-79.355482,0101000020E610000044149337C0D653C0C1E10511A9D34540
13769278,1428,80781691,Entire home/apt,Toronto,Weston ,17,4,4,1,61,2017-07-10 08:48:01.690120,43.699054,-79.514569,0101000020E610000044A2D0B2EEE053C0A911FA997AD94540
13121978,1428,11390892,Entire home/apt,Toronto,South Riverdale ,31,5,2,1,60,2017-07-10 08:48:01.692355,43.660678,-79.332023,0101000020E610000045A165DD3FD553C0E597C11891D44540
15610888,1428,21983025,Entire home/apt,Toronto,Mimico ,21,5,4,1,60,2017-07-10 08:48:01.696070,43.622285,-79.502349,0101000020E6100000698B6B7C26E053C04BE5ED08A7CF4540
15523450,1428,73207318,Entire home/apt,Toronto,Keelesdale-Eglinton West ,29,4.5,4,2,47,2017-07-10 08:48:01.698322,43.688093,-79.467311,0101000020E6100000E883656CE8DD53C0A3CD716E13D84540
